col1,col2,col3,col4,col5,col6,col7,col8,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0.199,3.278,5.168,0.623,272.7,1.662,2.705,0.117,4.94,29.472,1.229,0,,4.52,8.579,0.091,0.317,0.808,0.173
0.174,4.693,0.103,2.97,2040.6,0.127,9.244,1.489,0.472,2.881,9.969,1.539,,0.028,38.035,0.285,1.95,0.648,0.348
0.145,1.637,2.693,1.731,1473.4,0.067,1.009,0.002,0.048,267.573,0.001,1.927,,3.549,6.569,0.952,0.449,1.985,2.838
0.026,2.167,2.548,0.726,1848.7,1.876,1.446,0.517,0.065,273.082,0.005,1.321,,0.333,2.891,1.104,0.409,2.52,0.103
0.134,0.153,0.57,0.001,422,0.1,0.175,1.641,0.205,212.761,0.057,0.009,,3.095,4.399,1.387,0.945,0.47,3.251
0.045,0.692,3.964,0.858,9082.2,0.242,0.828,0.516,0.846,257.361,3.855,7.524,,0.414,2.897,0.011,2.897,8.722,0.549
0.11,0.464,0.19,0.771,583.6,2.5,0.016,1.012,0.077,1.618,0.008,0.716,,0.056,1.901,0.011,0.01,0.736,0
0.607,2.908,0.034,0.039,45.5,2.418,1.339,3.533,2.139,402.571,2.799,1.216,,4.004,2.796,1.532,1.98,0.04,0.721
0,0.248,1.154,0.048,1380.9,0.003,1.541,1.16,0.019,249.346,2.191,2.012,,0.297,5.21,3.209,1.486,0.923,0.073
0,1.822,0.175,1.27,584.7,0.281,2.364,0.089,2.553,11.741,0.242,0.806,,1.693,0.003,3.484,0.13,1.028,0.849
5.762,4.027,0.474,4.068,21.2,1.604,0.093,0.232,0.976,649.439,2.609,1,,0.783,6.225,2.144,1.172,0.359,0.01
2.83,6.542,2.065,2.205,2950.6,0.382,0.365,0.014,0.828,3713.972,0.48,1.633,,0.04,7.074,0.043,0.51,4.698,0.004
0.06,0.299,2.756,0.043,1244.8,1.802,0.007,0.21,0.318,1079.399,0.27,0.206,,0.641,1.751,0.114,0.005,1.32,2.937
1.95,9.731,0.052,0.057,2971,0.383,0.057,1.796,0.39,1135.337,18.056,1.288,,0.197,0.172,3.734,0.1,0.729,0.43
0.017,0.206,0.028,0.474,74.9,0.368,0.021,0.161,0.144,1341.809,0.023,0.103,,0.55,13.961,0.036,0.086,0.127,1.741
0.108,0.728,0.405,0.743,1270.2,1.026,0.33,0.242,9.539,164.333,0.069,1.718,,0.52,2.405,0.664,2.496,1.514,1.32
2.363,0.388,0.028,0.606,146.3,1.599,0.391,0.769,1.501,182.384,0.04,5.36,,0.295,7.146,0.806,1.195,0.245,2.671
4.322,0.046,0.451,0.228,7791.7,1.212,0.024,6.802,1.43,508.782,5.301,0.008,,0.89,1.272,3.519,0.022,6.793,0.065
0,3.1,0.004,6.481,2062.9,1.237,0.906,0.521,0.054,664.137,7.904,0.994,,0.024,9.221,0.447,0.132,0.822,7.527
0.014,0.776,1.854,2.712,423.9,3.814,3.294,0.183,2.57,46.016,1.813,0.019,,0.183,0,0.557,0.513,0.153,0.086
0.025,0.715,6.055,0.103,148.7,2.105,0.404,0.32,4.73,17.794,0.153,1.606,,0.008,53.286,1.209,0.094,0.302,1.325
7.108,8.625,3.117,0.003,1081.5,0.29,1.402,0.23,0.371,856.926,12.117,0.032,,0.019,0.389,0.964,1.903,0.073,2.113
4.45,0.125,0.008,1.92,1749.3,0.803,2.712,0.013,1.746,10.846,0.759,0.112,,4.472,0.028,3.639,3.367,1.673,0.244
0,0.562,2.07,5.495,1165.2,0.042,0.198,0.733,0.007,1104.543,2.605,0,,0.003,7.09,0.053,0.668,0.663,0.787
0.003,5.522,0.469,0.879,4063,0.081,7.657,0.227,0.18,36.903,0.061,0.044,,0.613,13.217,0.066,0.125,5.722,0.81
1.778,0.005,0.053,0.014,2807.1,2.927,3.788,0.052,0.001,69.912,2.426,0.002,,0.827,0.048,0.012,0.002,2.303,0.13
0.588,6.987,0.489,1.29,3862.2,2.835,0.635,0.119,0.434,2678.927,0.299,0.521,,0.533,0.035,0.661,0.151,5.828,0.176
0.076,0.808,0.465,0.078,3711.5,0.753,0.819,0.145,0.183,5290.247,6.245,0.147,,0.64,1.182,0.04,0.585,2.42,0.225
6.987,0.136,0.057,0.854,280.3,1.389,3.369,0.114,3.597,520.092,0.023,0.705,,0.126,9.713,0.97,0.8,0.326,0
6.943,4.408,0.143,0.343,3342.7,0.896,1.547,0.462,0.002,159.337,0.038,0.623,,0.055,4.536,1.119,0.461,4.675,0.021
0.628,1.313,0.029,1.631,298.4,2.87,2.76,0.013,0.2,10789.887,2.2,0.021,,0.249,18.671,0.001,8.353,0.055,1.202
2.076,0.179,0.128,9.353,2743,1.307,0.029,6.13,2.023,940.9,3.401,0.476,,0.022,,0.022,1.486,2.013,1.384
0.004,0.046,0.027,0.477,2421.1,2.216,1.054,0.019,0.634,177.092,1.44,0.499,,0.76,,0.088,0.045,2.176,4.04
0,6.166,2.476,0.023,21461.6,0.002,4.318,0.283,0.68,1958.887,3.883,4.122,,0.551,,0.047,0.542,23.231,4.863
0.18,1.024,0.07,0.122,47.5,2.845,11.001,0.413,0.123,468.367,1.154,0.056,,0.002,,0.715,0.037,0.001,0.047
0.02,5.294,0.888,0.088,251.4,0.219,2.571,0.398,1.263,52.028,2.414,0.85,,0.052,,4.328,4.633,0.988,0.077
0,1.082,0.011,1.766,284.5,0.18,1.557,0.021,1.898,16.855,0.184,0.711,,0.278,,0.376,0.074,0.533,0.443
0.649,0.001,0.454,0.002,729.6,0.772,0.401,0.331,1.172,438.692,0.615,0.162,,3.544,,0.913,0.332,0.603,3.141
6.038,0.388,4.489,0.834,515.4,0.411,0.116,0.226,0.292,393.518,0.01,0.209,,2.476,,0.351,2.601,0.644,0.096
5.496,0.262,0.036,2.455,397.3,1.288,0.83,1.297,0.953,36.49,0.014,1.908,,0.47,,0.557,0.084,0.485,0.651
0,0.039,0.009,0.016,597.5,2.789,1.908,0.219,2.395,23.115,0.739,0.303,,0.057,,1.898,1.694,0.439,0.229
0.034,2.461,0.015,0.412,52.4,0.001,0.31,2.129,0.019,5587.516,1.346,0.445,,1.458,,0.108,0.408,0.33,0.009
1.521,11.747,0.024,0.563,7116.2,0.01,0.045,0.329,0.838,3266.397,28.714,5.759,,3.664,,0.142,1.17,2.713,0.481
2.151,1.615,1.776,0.294,1444.9,0.13,2.5,0.477,1.326,3325.617,0.001,0.002,,0.268,,0.042,0.025,1.949,0.104
0.088,0.574,1.684,2.417,3830.2,0.047,0.008,0.081,0.068,19.832,5.777,0.053,,1.414,,0.125,1.026,2.613,0.098
2.289,0.038,2.004,0.334,154.8,0.036,0.421,0.003,1.979,2385.605,0.033,0.193,,0.273,,0.139,0.39,0.164,1.518
0.786,5.32,4.06,0.01,211.2,1.431,0.035,4.146,0.022,147.409,2.547,1.181,,0.231,,4.077,0.731,0.915,0.461
0.024,0.755,0.242,0.021,620.1,2.229,0.459,0.099,0.854,485.718,2.124,0.092,,0.142,,0.127,0.732,0.27,1.061
0,4.481,0,0.046,1969.8,0.031,0.419,0.008,2.399,1866.184,9.56,0.066,,0.993,,0.073,0.59,0.63,0.053
1.3,3.399,0.549,3.466,433.4,0.613,0.055,0.721,0.989,653.414,1.033,0.371,,0.233,,0.096,0.838,1.064,0.7
46.999,1.198,1.645,0.206,1615.6,0.368,2.25,0.018,0.432,3.295,4.346,0.126,,0.004,,0.005,3.915,0.828,0.018
0.128,1.197,1.168,0.044,219.6,1.734,0.172,1.815,0.163,2418.264,1.874,2.224,,0.015,,0.263,3.435,0.031,1.774
2.042,1.035,0.008,0.099,1029,0.885,0.256,1.606,0.062,972.517,0,0.001,,0.754,,0.091,0.091,1.358,1.941
32.903,0.155,0.151,0.401,294.8,2.05,0.002,0.301,0.395,445.131,0.02,0.247,,0.182,,0.033,0.095,0.346,0.123
0.458,5.226,0.826,0.403,3869.1,0.951,0.117,2.153,0.512,5.213,0.055,0.017,,0.867,,1.326,0.87,5.441,1.305
0.001,1.451,0.925,5.353,966,2.908,0.65,0.117,0.049,0.751,0.029,0.663,,0.05,,0.055,0.166,1.392,0.552
0,1.231,1.292,1.468,2393.6,0.097,0.443,1.389,0.104,2998.877,5.495,0.018,,3.324,,1.046,0.447,1.344,0.087
0.001,0.558,0.117,0.444,712.8,0.028,1.408,0.258,0.188,73.715,0.011,0.102,,1.19,0.333,2.388,0.069,0.896,3.716
0.414,7.217,0.01,0.138,429.1,0.33,0.148,0.523,0.247,0.003,3.07,0.163,,0.374,2.882,0.096,0.585,1.498,0.147
0,1.096,0.128,0.077,1027,1.698,0.103,1.354,1.655,109.59,0,0.346,,0.467,0.243,0.01,0.376,1.372,0.016
0.017,1.111,0.136,1.734,1683.6,0.035,1.532,0.024,2.004,660.169,4.298,0.433,,0.012,0.052,0.246,0.443,0.89,0.177
0.322,1.298,0.022,0.445,1276.5,0.005,7.618,2.199,3.84,0.08,3.992,3.65,,0.125,1.177,0.98,0.077,0.593,0.66
0.045,0.937,0.357,1.188,69.9,0.046,2.768,0.255,1.335,248.786,0.367,0.28,,1.818,0.063,0.466,0.003,0.218,4.487
0.016,0.27,0.552,0.499,10861.4,0.679,0.818,1.081,0.223,444.267,11.489,0.318,,0.876,0.044,1.461,0.717,8.398,0
16.072,0.1,0.059,0.032,1935.7,0.498,0.003,0.239,0.769,10.83,2.297,0.031,,1.132,1.661,3.179,0.517,1.442,0.444
0.642,0.115,1.72,0.098,0.1,0.401,0.932,0.002,1.417,753.739,0.082,0.237,,0.274,1.488,0,1.541,0.008,0.822
0.875,1.89,1.607,1.15,1652.6,0.271,0.494,0.046,0.93,997.066,0.002,1.517,,0.093,0.626,0.782,0.327,2.24,0.395
0,0.066,0.013,0.339,192.7,0.652,0.012,0.769,0.359,570.434,0.028,3.814,,0.474,1.993,0.587,0.963,0.213,0.02
3.262,0,1.123,0.304,58.9,0.004,3.016,0.088,0.523,223.737,0.049,0.574,,2.635,0.242,0.057,2.309,0.049,6.578
0,0.549,0.11,0.543,2627.4,0.236,0.009,1.616,0.368,2420.404,4.366,0.052,,0.428,0.1,0.64,5.035,1.722,0.24
0.229,0.536,5.741,1.181,1762.7,0.907,0.099,0.045,1.566,6019.111,3.313,0.664,,0.157,0.982,0.251,1.06,1.094,0.143
0,0.002,2.547,0.169,2485.4,0.272,1.84,0.966,0.073,1.465,2.071,0.39,,1.164,0.035,0.037,0.341,2.059,0.864
0,2.09,1.594,0.308,860.4,0.198,2.339,0.001,0.23,24.049,0.185,0.138,,3.731,2.327,0.923,,,0.403
0.001,0.021,1.077,0.784,3002.1,0.003,0.946,1.181,0.138,2291.976,2.787,1.204,,0.471,0.473,4.979,,,0.535
2.973,1.603,0.025,1.263,1440.9,0.164,0.783,0.12,0.606,4.894,0.001,0.714,,3.386,1.524,0.114,,,0.04
4.073,1.96,0.362,0,1694.3,5.485,0.111,0.089,1.09,1437.101,0.003,0.054,,0.184,0.662,0.071,,,2.112
0.145,0.022,1.759,0.191,3385.1,0.038,0.125,1.136,5.487,1244.109,3.133,1.907,,5.196,1.503,0.007,,,0.092
0.005,0.24,2.789,0.053,4351.8,0.268,0.956,0.867,0.032,0.287,5.223,0.055,,0.309,1.009,0.558,,,0.107
10.274,0.295,1.317,1.153,2058.7,0.85,2.083,0.003,0.455,1.799,0.652,0.026,,0.294,0.612,5.437,,,0.023
0.191,1.058,0.075,0.052,1640.5,0.492,0.037,0.653,0.225,19.125,4.147,0.283,,0.822,0.851,2.78,,,0.054
64.316,0.412,0.017,1.253,619,6.278,1.702,3.816,0.001,805.067,0.021,0.667,,0.174,0.037,0.002,,,0.328
0.567,0.294,0.053,1.526,4.8,1.251,0.018,5.625,0.42,3802.362,0.168,0.674,,0.31,0.527,5.751,,,1.376
0.002,6.347,0.153,1.24,424,3.592,0.373,1.486,1.203,2500.743,2.593,0.942,,3.59,0.422,0.978,,,0.027
3.289,0.557,0.151,2.055,651.3,0.185,1.065,0.205,0.151,589.089,0.005,0.304,,0.466,0.012,0.22,,,0.019
0.185,1.077,0.804,0.554,1104.5,2.478,0.004,1.701,1.063,1506.99,3.383,2.165,,1.654,0.002,0.028,,,0.567
0.003,5.411,1.415,0.251,649.6,0,0.965,2.713,0.031,3239.17,1.701,0.959,,0.853,0,0.624,,,0.27
0.001,0.449,0.627,0.319,561.6,0.37,0.032,1.547,0.29,550.753,0.007,1.293,,2.6,0.004,0.061,,,1.857
0.1,1.351,1.499,0.026,561.8,0.021,0.212,0.167,0.01,435.954,2.819,0.225,,0.049,1.305,1.944,,,0.728
1.597,1.357,0.466,0.448,1638.4,1.182,0.725,0.77,1.059,2199.206,4.64,0.006,,0.542,0.68,0.231,,,0.107
0,0.154,0.216,2.486,452.3,0.018,0.392,1.219,0.002,273.792,0.884,0.018,,0.059,0.015,2.299,,,0.445
0.884,2.078,1.711,1.185,131.7,4.982,0.903,3.598,5.065,5724.33,0.865,3.302,,0.452,0.393,0.231,,,0.309
0,0.196,2.707,1.695,2373.4,0.751,0.735,1.593,0.169,24.774,0.978,0.021,,0.079,0.047,0.009,,,0.464
0.636,0.709,1.546,3.884,772.5,0,0.523,1.634,1.818,53.449,0.003,0.107,,0.045,0.253,2.132,,,0
0.022,0.096,1.11,0.067,1628.9,0.138,0.123,0.067,0.136,35.703,0.755,0.134,,3.317,0.433,0.015,,,0.053
0.541,2.158,0.039,0.105,1170.8,0.023,0.457,0.261,0,103.542,5.027,0.085,,3.635,0.158,1.364,,,0.002
0.011,1.796,0.233,1.049,1567,1.663,0.561,0.194,1.43,258.985,0.002,0.311,,0.333,1.25,0.172,,,0.166
0.506,10.138,1.445,0.076,7430.6,0.005,0.072,0.171,0.154,179.144,27.028,0.334,,1.012,0.522,8.374,,,0.832
0,1.21,0.359,0.654,1152.8,0.244,0.011,1.756,0.014,6969.076,0,1.535,,2.334,0.121,0.005,,,0.003
0.001,0.393,0.295,0.23,515.6,0.343,2.125,0.956,0.005,606.426,0.009,0.358,,0,0.836,0.011,,,1.095
1.22,0.345,0.105,0.765,2599.9,3.65,0.059,0.125,0.404,220.015,0.858,0.403,,2.392,0.813,0.278,,,0.032
0.518,0.877,0.482,0.564,902.5,0.165,0.787,1.883,1.406,589.528,2.759,0.42,,0.618,0.429,2.902,,,2.356
0.472,0.095,1.008,0.409,232.1,7.501,0.13,0.105,0.192,1342.464,0.026,3.883,,0.137,4.685,0.518,,,0.947
0.009,0.285,0.322,0.326,1829.7,1.213,1.532,4.716,0.002,1589.153,0.55,0.003,,0.144,0,0.735,,,0.022
0,0.004,1.779,0.279,644.1,2.577,0.72,0.33,0.313,111.587,0.437,0.815,,0.232,0.552,0.216,,,0.143
0,2.173,0.551,1.588,1849.6,0.499,0.308,0.527,0.348,173.211,0.005,0.001,,0.162,1.873,0.157,,,0.179
0.107,3.174,0.007,0.001,2528.3,0.988,8.433,0.277,0.367,70.902,0.017,0.136,,7.418,3.565,1.357,,,4.79
0,8.124,0.011,0.299,2698.1,0.044,0.838,0.137,0.502,1101.924,1.029,0,,0.027,1.425,0.513,,,0.391
1.039,4.426,0.15,0.009,1386.5,0.115,0.013,0.023,0.532,245.389,8.289,0.377,,0,0.481,0.208,,,0.001
0.004,9.834,2.948,0.383,6798.1,0,0.543,0.069,2.466,120.321,0.162,3.979,,1.924,0.338,3.863,,,0.957
0.002,0.666,0.066,0.107,501.2,0.142,0.004,0.002,1.078,1963.242,0.006,0.147,,0,0.025,0.335,,,0.017
0.75,1.404,2.794,2.185,374.4,0.027,0.01,5.498,1.032,42.002,0.235,0.238,,0.003,0.172,1.637,,,3.14
1.83,0.01,0.155,0.764,1423.2,0.001,0.433,2.644,0.004,1392.1,0.954,0.911,,2.452,0.127,0.022,,,2.717
0.183,0.307,0.132,0.017,2128.7,3.391,0.092,0.266,0.561,1041.908,0.671,0.527,,0.86,0.07,1.923,,,1.955
0,0.289,0.983,4.595,749.4,0.742,3.55,0.175,0.755,269.32,0.093,0.669,,1.55,0.513,0.379,,,0.274
0.246,2.873,0.248,0.818,282.4,0.332,0.053,0.019,0.072,0.026,1,1.247,,0.111,0.095,0.437,,,0.143
11.168,0.708,0.051,0.133,85,1.44,0.003,0.001,1.258,946.932,0.983,0.021,,0.033,0.109,2.113,0.127,0.005,0.326
0.2,0.076,0.315,0.809,203.4,0.045,3.389,0.209,9.962,223.721,0.026,1.02,,0.014,0.038,4.923,2.354,0.228,1.026
0.024,0.079,0.001,0.036,1215.6,0.004,0.574,0.469,0.141,263.928,1.508,0.189,,1.272,0.235,0.286,0.446,0.892,4.821
0.922,0.032,0.154,0.017,2770.3,0.006,0.005,1.321,0.013,1314.317,1.767,1.259,,0.42,8.012,0.917,0.648,2.451,2.89
0,3.331,0.195,0.051,3204.7,2.647,0.761,0.78,0.699,13.516,10.131,1.386,,0.141,0,0.016,0.001,1.478,0.116
0.039,2.508,0.024,1.363,243.3,0.539,0.382,0.015,0.632,506.559,3.301,1.279,,3.478,0.001,0.108,2.706,0.007,4.322
0.159,2.307,0.013,0.985,1941.3,0.01,1.446,3.952,1.665,110.513,6.568,0.349,,7.856,3.001,0.849,0.003,0.852,0.129
8.066,1.133,1.802,0,200.7,0.293,0.366,1.748,0.064,1156.346,1.756,1.833,,1.738,1.495,1.383,0.005,0.027,1.272
0.006,0.081,1.154,0,212.8,0.17,0.538,3.059,0.067,2400.701,0.027,0.133,,0.687,0.032,4.048,1.34,0.239,0.277
1.716,1.146,3.357,0.985,1464.1,0.003,0.128,0.725,0.088,1154.284,0.022,3.68,,1.011,0.065,0.002,0.134,1.841,0.442
0.06,0.615,1.041,0.229,801.2,0.001,3.01,0.121,0.233,179.215,0.013,0.018,,0.054,0.263,0.161,2.237,1.004,1.084
0.024,0.529,0.156,0.846,2063.6,0.25,0.478,3.462,0,1412.985,3.661,0.042,,0.219,0.135,0.069,0.086,1.315,1.005
2.741,1.568,0.291,0.003,593.2,0.003,0.941,0.583,2.203,1.375,3.153,1.77,,3.187,0.004,4.999,1.188,0.172,4.847
2.714,0.03,0.265,0.923,1369.5,0.139,3.027,0.067,3.283,412.757,0.798,0.225,,0.004,0.663,2.455,0.302,1.236,0.509
0.035,2.7,0.283,0.734,952.1,0.051,0.002,0.024,1.067,265.929,0.313,4.632,,0.381,0.937,0.276,1.705,1.627,0.006
0.001,5.139,0.394,0.001,1537.1,0.742,0.719,1.505,0.398,1326.888,0.75,0.123,,0.064,0.034,5.843,0.145,2.763,0.381
9.305,1.54,0.838,0.117,1394.5,4.06,0.058,0.007,0.537,314.692,0.001,0.033,,0.16,0,0.72,4.135,1.877,0.91
0.002,6.586,0.484,2.749,4757.1,0.046,0.285,1.444,0.17,2.729,0.083,3.162,,2.384,3.94,0.225,0.11,6.728,0.989
0.015,1.203,0.323,2.061,258.2,3.138,0.508,1.283,0.378,865.375,0.251,0,,1.766,4.661,0.152,1.106,0.519,2.112
0,3.224,0.128,0.142,2560.2,3.519,0.786,2.798,0.082,179.644,0.018,0.062,,3.649,0.756,0.056,0.242,3.544,1.473
0.001,1.825,0.091,0,123.6,1.123,1.702,3.156,0.18,680.257,2.214,0.141,,0.021,0.043,0.131,0.659,0,2.271
0.73,4.931,0.759,0.764,768.5,0.277,0.846,1.062,0.478,32.761,7.358,0.078,,1.897,0.534,0.586,3.07,0.082,2.815
0.022,0.068,1.095,0.004,3636.6,0.085,0.572,1.068,0.508,385.078,3.712,0.154,,2.016,3.406,4.428,2.347,2.843,0.027
0.208,0.075,1.545,1.38,203.7,1.403,2.257,1.536,0.271,1898.825,0.027,0.035,,0.364,0.063,0.025,0.616,0.228,0.06
0,5.49,0.266,1.499,5556.8,0.103,0.558,0.662,0.109,8694.397,17.131,0.336,,0.037,0.135,2.617,2.836,2.607,1.357
23.797,2.674,0.456,0.18,2191,0.017,1.481,1.233,4.056,1491.647,0.011,0.296,,0.003,0.57,2.583,0.456,3.012,0.176
0.03,15.766,0.573,0.054,4457.4,0.442,0.65,1,10.693,560.371,28.462,0.046,,0.871,0.65,2.241,0.528,1.023,0.011
2.98,0.029,0.117,0.293,12.5,2.489,0.074,0.725,0.413,3552.066,0.062,1.385,,1.527,0.072,0.394,5.136,0.004,1.533
0.246,2.719,0.419,1.948,478.9,0.567,0.637,8.203,0.758,168.645,0.668,1.604,,0.517,0.703,3.48,0.387,1.034,1.135
14.726,4.415,0.079,5.082,826.1,0.415,0.058,0.891,0.234,1801.846,6.956,1.743,,0.518,0.005,1.852,0.314,0.119,1.006
0.001,1.825,0.039,0.946,15.1,0.121,4.741,0.687,2.057,481.956,1.135,1.031,,0.556,0.113,0.384,0.934,0.182,0.336
3.099,1.361,0.001,0.175,6.2,2.352,0.379,0.318,1.86,40.02,1.177,0,,0.003,0.182,0.029,0.243,0.039,0.231
1.863,4.243,1.276,2.946,827.3,0.037,0.522,0.5,0.022,9804.48,6.771,0.474,,1.352,1.403,0.093,0.007,0.126,1.73
3.1,0.071,0.003,1.89,2210.7,0.105,0.799,0.101,0.009,109.449,2.423,0.03,,0.039,2.717,1.055,0.297,1.69,0.061
4.828,0.063,0.923,2.496,560.2,2.934,0.156,0.08,0.285,19.781,0.201,0.066,,0.052,0.184,0.052,1.222,0.554,1.602
0.455,0.075,0.007,0.359,2833.2,0.568,3.015,2.995,3.88,1772.99,3.021,2.839,,11.97,0.09,1.608,1.219,2.185,0.728
0.843,1.528,0.307,1.72,1462.7,0.345,4.114,0.145,0.01,1494.965,0,1.896,,0.006,3.234,0.015,1.935,1.946,1.802
2.133,1.225,0.026,0.651,1168,4.064,3.554,1.571,6.576,525.75,0,1.221,,3.35,1.779,3.141,0.125,1.555,0.033
0.131,0.086,1.727,0.066,218.7,0.074,0.456,2.827,2.6,104.705,0.026,2.927,,0.131,0.58,0.281,0.042,0.247,2.892
1.344,4.048,0.116,3.626,392,0.01,0.044,0.677,0.717,394.407,1.42,0.094,,0.066,2.346,2,2.303,1.083,1.99
2.673,1.129,3.314,0.117,417.2,0.272,2.043,0.107,0.052,4700.212,0.121,0.409,,0.333,3.99,0.205,0.214,0.703,1.225
1.065,2.183,0.077,1.561,935.1,3.78,4.31,0.339,0.557,960.246,0.179,0.485,,0.148,1.134,0.628,0.209,1.51,1.415
0,1.853,3.32,2.772,388.2,0.703,3.873,0.76,0.012,41.304,3.024,0.995,,0.218,0.168,0.018,0.187,0.065,0
0.234,0.103,0.469,1.003,461.6,0.007,0.271,1.021,0.304,43.55,0.782,0.068,,0.3,1.149,0.107,0.147,0.3,0.138
1.495,0.301,0.112,0.274,283.5,1.032,0.26,1.158,0.681,1840.553,0.905,0.018,,1.038,1.521,1.186,0.261,0.13,4.403
0.086,2.474,0.388,0.028,1547.5,0.747,0.031,0.147,0.069,11.716,0.067,1.015,,0.292,1.019,1.569,0.715,2.264,3.351
0.001,2.685,3.039,1.922,1314.7,0.383,0.366,1.932,1.797,810.256,0.162,1.699,,0.136,2.123,1.11,3.204,2.047,0.002
5.235,0.304,0.461,0.848,295.5,2.214,1.754,0.629,0.079,520.097,0,1.825,,0.152,0.495,0.763,3.804,0.392,0.689
0,2.47,1.544,2.875,453.6,1.134,0.326,0.392,0.047,596.241,3.87,1.049,,0.036,0.94,0.335,0.828,0.063,1.12
0,1.155,1.651,1.655,474.3,0.07,1.837,0.089,0.225,839.469,0.103,0.627,,1.493,0.102,0.827,0.049,0.775,2.139
0.006,2.986,0,1.056,4782.2,3.925,3.723,8.423,0.08,4.991,11.918,0.03,,2.732,0.038,0.616,0.281,2.565,0.281
0.008,3.252,0.472,0.963,2593,1.017,7.106,0.026,0.623,546.296,0.018,0.091,,0.571,0.14,0,0.257,3.586,0.058
0.845,0.196,0.023,0.914,336.2,0.168,0.105,1.158,0.173,343.416,0.017,0.365,,0.025,0.654,0.675,0.542,0.402,1.85
0.026,3.803,3.219,0.182,515.2,1.018,0.092,0.385,0.24,5296.812,1.115,5.365,,0.776,0.144,0.081,0.178,1.233,0.602
0.075,5.61,0.545,0.006,4170,2.101,0.018,4.838,0.054,355.272,15.055,0.406,,0.402,0.107,0.041,0.869,1.743,0.323
0.001,0.919,2.382,1.703,518.3,0.385,0.257,0.763,0.084,1163.792,0.037,0.902,,0.843,0.001,0.291,2.538,0.778,1.146
0.013,11.132,0.012,1.072,156.1,1.076,3.864,0.42,6.429,1070.9,10.586,1.152,,0.025,0.819,1.672,2.45,0.171,0
80.996,1.119,0.003,1.845,5342.2,0.786,0.071,1.435,1.033,0.898,8.883,0.256,,0.053,0.093,0.053,0.001,3.501,0.145
1.219,4.072,0.618,0.184,514.7,3.006,0.356,1.011,0.397,3112.028,1.244,0.134,,1.699,1.731,0.466,0.601,1.268,0.024
7.195,0.037,1.436,0.121,3075,0.271,3.018,1.795,0.322,1483.263,1.949,0,,0.275,0.105,0.283,0.06,2.725,0.073
0.281,6.066,2.677,1.658,1627.8,0.008,1.421,0.321,0.395,4224.739,10.753,3.637,,0.839,0.879,0.001,0.437,0.356,1.187
0.222,2.359,0.258,0.132,676.1,0.275,4,0.146,0.466,254.073,0.363,3.195,,1.569,1.14,1.555,1.053,1.232,0.044
0.073,1.339,0.041,0.513,30.9,1.923,0.42,0.546,0.179,1821.65,1.352,0.954,,1.743,1.745,1.469,2.644,0.012,0.661
11.72,0.171,0.264,5.257,309.2,3.922,0.007,0.268,0.212,4176.608,0.018,2.737,,3.284,2.312,5.562,0.017,0.367,7.205
0.334,0.182,0.402,0.17,1076.7,0.112,0.122,0.102,0.164,1795.659,0.307,2.877,,0.839,0.076,0.711,0.013,1.102,0.335
3.675,0.129,0.247,0.335,3373.2,1.818,0.132,1.456,0.066,45.547,3.801,1.568,,0.727,0.401,0.803,0.95,2.556,0.161
0,0.204,0.201,0.606,259.3,0,2.335,1.429,2.107,2503.798,0.717,0.568,,1.571,3.049,0.269,0.147,0.131,0.23
1.769,0.344,1.181,1.859,177.9,1.493,1.895,1.305,0.482,198.423,0.018,1.096,,0.32,0.021,5.335,1.588,0.273,0.798
0.198,4.454,0.01,0.645,898.2,0.278,0.005,1.093,0.108,1764.841,0.981,0.082,,0.789,0.003,1.989,0.023,1.845,0.535
0.006,0.528,2.624,1.534,1749,0.384,0.477,2.08,0.002,3524.523,0.299,2.324,,1.472,0.007,0.168,0.004,1.905,5.389
43.167,11.104,2.172,1.631,2764.2,1.973,0.311,1.208,0.007,26.534,19.183,10.129,,0.005,0.306,0.082,1.177,0.56,0.112
0.551,0.742,1.01,0.366,802.8,0.665,0.254,0.009,0.344,1248.391,0.002,0.001,,0.047,0.018,0.044,0.519,1.042,1.949
0.004,0.405,1.544,2.766,65.9,0.043,0.127,5.838,0.005,28.838,0.105,1.401,,0.819,1.454,0.326,,0.147,2.109
0,0.308,0.366,0.001,7730.6,,2.167,1.954,1.157,12.471,3.983,4.776,,0.418,0.45,0.261,,7.159,0.438
0.014,1.962,2.226,0.087,785.5,,1.665,2.623,0.017,1048.585,0.183,0.158,,0.131,0.023,2.247,,1.293,0.063
14.905,2.08,1.466,1.327,1217,,0,0.215,1.219,43.818,0.073,1.086,,1.025,2.229,4.724,,1.81,0.001
0.049,1.159,0.96,0.8,363.4,,0.573,1.531,2.782,616.186,2.172,3.651,,0.001,2.511,0.321,,0.091,0.559
0.006,0.071,0.307,3.238,1052,,0.073,0.91,0.027,0.625,0.467,0.945,,4.458,4.733,2.586,,1.002,6.816
0.12,3.082,0.004,0.468,2476.4,,1.083,0.569,0.317,2.238,0.015,3.142,,0.295,0.128,0.034,,3.419,0.175
0.686,0.162,0.054,0.972,327.7,,8.616,2.203,1.206,483.186,0.739,1.07,,0.278,1.787,3.192,,0.186,0.279
5.359,0.555,0.528,0.674,657.7,,0.039,1.173,0.382,1096.965,0.006,0.083,,1.296,0.98,0.025,,0.839,0.114
